CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,AvgBalance,AvgSalary,BalanceStandardized
733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0,61818.14776342349,99440.57228098506,0.42363640523075663
731,France,Female,30,5,0.0,2,1,0,189528.72,0,62092.63651575588,99899.18081372158,-1.2258476714090278
654,France,Male,47,10,0.0,2,1,0,170481.98,0,62092.63651575588,99899.18081372158,-1.2258476714090278
828,France,Male,37,4,0.0,2,1,0,94845.45,0,62092.63651575588,99899.18081372158,-1.2258476714090278
590,Spain,Male,22,7,125265.61,1,1,1,161253.08,0,61818.14776342349,99440.57228098506,0.7817978924403968
657,France,Male,37,4,82500.28,1,1,1,115260.72,0,62092.63651575588,99899.18081372158,0.09639329447406969
531,Germany,Female,64,2,175754.87,2,1,1,60721.4,0,119730.1161339179,101113.43510163411,1.5909947570949512
516,France,Female,47,6,109387.33,1,0,0,121365.45,0,62092.63651575588,99899.18081372158,0.5273149708822849
561,France,Male,37,1,100443.36,2,0,1,101693.73,0,62092.63651575588,99899.18081372158,0.3839689903398012
682,Spain,Female,54,0,83102.72,2,1,1,54132.93,0,61818.14776342349,99440.57228098506,0.10604866591628317
575,Spain,Male,28,7,0.0,1,1,1,10666.05,0,61818.14776342349,99440.57228098506,-1.2258476714090278
623,France,Female,28,4,0.0,2,1,0,41227.67,0,62092.63651575588,99899.18081372158,-1.2258476714090278
642,France,Female,40,7,0.0,2,1,0,10712.82,0,62092.63651575588,99899.18081372158,-1.2258476714090278
779,France,Female,48,2,115290.27,1,0,0,98912.69,1,62092.63651575588,99899.18081372158,0.6219220326661961
671,France,Female,42,6,0.0,2,1,0,197202.48,0,62092.63651575588,99899.18081372158,-1.2258476714090278
495,France,Female,40,1,140197.71,2,1,0,150720.39,0,62092.63651575588,99899.18081372158,1.0211162841678307
850,France,Female,28,1,105245.34,1,0,1,74780.13,0,62092.63651575588,99899.18081372158,0.4609308463886693
630,France,Male,50,8,0.0,2,0,1,79377.45,0,62092.63651575588,99899.18081372158,-1.2258476714090278
588,France,Male,32,1,0.0,2,1,1,8763.87,0,62092.63651575588,99899.18081372158,-1.2258476714090278
562,Germany,Male,35,3,142296.13,1,0,1,177112.7,0,119730.1161339179,101113.43510163411,1.0547478898742408
740,Spain,Female,56,4,99097.33,1,1,1,85016.64,1,61818.14776342349,99440.57228098506,0.3623960210443319
695,France,Male,28,5,171069.39,2,1,1,88689.4,0,62092.63651575588,99899.18081372158,1.5159000592245206
589,France,Female,39,7,0.0,2,0,0,95985.64,0,62092.63651575588,99899.18081372158,-1.2258476714090278
607,France,Female,31,1,102523.88,1,1,1,166792.71,0,62092.63651575588,99899.18081372158,0.4173137107981937
794,France,Male,35,6,0.0,2,1,1,68730.91,0,62092.63651575588,99899.18081372158,-1.2258476714090278
580,Germany,Male,44,9,143391.07,1,0,0,146891.07,1,119730.1161339179,101113.43510163411,1.0722966124141406
644,Germany,Female,44,8,106022.73,2,0,0,148727.42,0,119730.1161339179,101113.43510163411,0.4733901605203045
636,Spain,Female,36,1,0.0,1,1,0,43134.58,0,61818.14776342349,99440.57228098506,-1.2258476714090278
599,Germany,Male,36,3,128960.21,2,1,1,40318.33,0,119730.1161339179,101113.43510163411,0.8410116487155476
507,France,Female,35,2,0.0,2,1,0,97633.93,0,62092.63651575588,99899.18081372158,-1.2258476714090278
682,France,Female,48,7,0.0,2,1,0,65069.03,0,62092.63651575588,99899.18081372158,-1.2258476714090278
714,France,Female,24,7,0.0,2,1,0,166335.0,0,62092.63651575588,99899.18081372158,-1.2258476714090278
696,France,Female,25,8,126442.59,1,1,0,121904.44,0,62092.63651575588,99899.18081372158,0.8006614789885282
599,Spain,Male,51,0,0.0,1,1,1,175235.99,0,61818.14776342349,99440.57228098506,-1.2258476714090278
577,France,Male,37,2,127261.35,1,1,0,56185.05,0,62092.63651575588,99899.18081372158,0.8137838346123693
733,Spain,Female,32,5,0.0,2,1,0,131625.14,0,61818.14776342349,99440.57228098506,-1.2258476714090278
647,France,Female,33,4,0.0,1,1,0,152323.04,0,62092.63651575588,99899.18081372158,-1.2258476714090278
831,France,Female,34,2,0.0,2,0,0,165840.94,0,62092.63651575588,99899.18081372158,-1.2258476714090278
543,Germany,Male,30,6,73481.05,1,1,1,176692.65,0,119730.1161339179,101113.43510163411,-0.04815888627879327
679,France,Male,34,7,160515.37,1,1,0,121904.14,0,62092.63651575588,99899.18081372158,1.3467496321138546
713,Germany,Female,61,4,149525.34,2,1,0,123663.63,0,119730.1161339179,101113.43510163411,1.1706112252831842
690,Germany,Male,43,2,166522.78,1,0,0,119644.59,1,119730.1161339179,101113.43510163411,1.4430310459570048
751,France,Male,29,1,135536.5,1,1,0,66825.33,0,62092.63651575588,99899.18081372158,0.9464105642286507
613,Germany,Female,43,10,120481.69,1,0,0,94875.03,1,119730.1161339179,101113.43510163411,0.7051254859769585
701,Spain,Male,28,1,103421.32,1,0,1,76304.73,0,61818.14776342349,99440.57228098506,0.43169707934460505
698,France,Male,33,5,135658.73,2,0,1,39755.0,0,62092.63651575588,99899.18081372158,0.9483695577406716
451,France,Female,36,2,0.0,2,1,1,180142.42,0,62092.63651575588,99899.18081372158,-1.2258476714090278
665,France,Male,28,8,191402.82,2,1,0,83238.4,0,62092.63651575588,99899.18081372158,1.8417861546767584
726,Germany,Male,50,9,94504.35,1,0,1,5078.9,0,119730.1161339179,101113.43510163411,0.28878383074047176
608,Germany,Female,44,5,126147.84,1,0,1,132424.69,1,119730.1161339179,101113.43510163411,0.7959374886615374
549,France,Female,46,7,0.0,1,1,1,109057.56,0,62092.63651575588,99899.18081372158,-1.2258476714090278
803,France,Male,33,6,0.0,2,1,0,115676.61,0,62092.63651575588,99899.18081372158,-1.2258476714090278
663,France,Male,43,4,87624.03,2,1,0,149401.33,0,62092.63651575588,99899.18081372158,0.17851219333045565
558,France,Female,45,1,153697.53,2,0,0,89891.4,1,62092.63651575588,99899.18081372158,1.237479368463399
714,France,Female,25,4,0.0,2,0,0,82500.84,0,62092.63651575588,99899.18081372158,-1.2258476714090278
704,France,Male,39,5,0.0,1,1,0,6416.92,0,62092.63651575588,99899.18081372158,-1.2258476714090278
805,Germany,Female,45,9,116585.97,1,1,0,189428.75,1,119730.1161339179,101113.43510163411,0.6426883575743627
659,Germany,Male,34,9,134464.58,2,1,0,178833.34,0,119730.1161339179,101113.43510163411,0.9292307857339664
738,Germany,Male,62,10,83008.31,1,1,1,42766.03,0,119730.1161339179,101113.43510163411,0.10453554657185152
635,Spain,Male,35,2,113635.16,1,1,0,90883.12,0,61818.14776342349,99440.57228098506,0.5953954045742336
530,Spain,Female,36,7,0.0,2,1,0,80619.09,0,61818.14776342349,99440.57228098506,-1.2258476714090278
661,Germany,Male,41,5,122552.48,2,0,1,120646.4,0,119730.1161339179,101113.43510163411,0.7383142626664564
531,Spain,Male,31,2,118899.45,2,0,0,41409.36,0,61818.14776342349,99440.57228098506,0.6797667533052769
694,France,Female,29,5,99713.87,1,0,0,112317.89,0,62092.63651575588,99899.18081372158,0.372277374721017
731,France,Female,36,6,0.0,1,0,0,152128.36,0,62092.63651575588,99899.18081372158,-1.2258476714090278
556,France,Female,36,2,134208.22,1,0,1,177670.57,0,62092.63651575588,99899.18081372158,0.9251220761148746
647,Germany,Female,41,1,85906.65,3,1,0,189159.97,0,119730.1161339179,101113.43510163411,0.1509875571717866
850,Germany,Male,32,3,137714.25,1,0,1,159403.68,0,119730.1161339179,101113.43510163411,0.981313600478369
573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0,61818.14776342349,99440.57228098506,1.350957228994414
591,France,Male,45,5,0.0,2,1,1,155492.87,0,62092.63651575588,99899.18081372158,-1.2258476714090278
723,France,Male,21,4,0.0,2,0,0,24847.02,0,62092.63651575588,99899.18081372158,-1.2258476714090278
617,France,Male,25,1,102585.88,2,1,1,115387.4,0,62092.63651575588,99899.18081372158,0.41830739154551666
704,Germany,Female,39,10,102556.18,2,1,0,171971.25,1,119730.1161339179,101113.43510163411,0.4178313864133311
457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0,119730.1161339179,101113.43510163411,0.8059501043595224
787,Germany,Female,38,3,158373.23,1,1,1,28228.35,0,119730.1161339179,101113.43510163411,1.312417321209494
651,France,Female,34,9,0.0,2,1,0,138113.71,0,62092.63651575588,99899.18081372158,-1.2258476714090278
612,Germany,Male,42,5,141927.1,1,1,1,43018.98,0,119730.1161339179,101113.43510163411,1.0488334059035218
828,Spain,Male,47,1,109876.82,2,1,0,83611.45,1,61818.14776342349,99440.57228098506,0.5351600803823996
724,France,Female,34,2,0.0,2,1,1,118863.38,0,62092.63651575588,99899.18081372158,-1.2258476714090278
648,Germany,Male,44,9,111369.79,2,1,1,91947.74,0,119730.1161339179,101113.43510163411,0.5590880730490241
569,Spain,Male,35,3,116969.35,1,0,0,94488.82,0,61818.14776342349,99440.57228098506,0.6488328305567607
765,Germany,Female,34,8,136729.51,2,0,0,47058.21,0,119730.1161339179,101113.43510163411,0.9655310653312918
577,Germany,Female,44,1,152086.15,1,0,1,44719.5,1,119730.1161339179,101113.43510163411,1.2116536058404754
603,Spain,Male,46,2,0.0,2,1,0,174478.54,0,61818.14776342349,99440.57228098506,-1.2258476714090278
568,Spain,Male,28,1,127289.28,1,0,0,45611.51,0,61818.14776342349,99440.57228098506,0.8142314717619293
748,Germany,Male,45,2,119852.01,1,0,0,73853.94,1,119730.1161339179,101113.43510163411,0.695033536090276
573,Spain,Male,38,4,0.0,2,1,1,196517.43,0,61818.14776342349,99440.57228098506,-1.2258476714090278
771,Spain,Female,41,5,0.0,2,0,1,92914.67,0,61818.14776342349,99440.57228098506,-1.2258476714090278
763,France,Male,35,9,0.0,1,1,1,31372.91,0,62092.63651575588,99899.18081372158,-1.2258476714090278
410,France,Female,35,7,117183.74,1,1,1,109733.73,0,62092.63651575588,99899.18081372158,0.6522688824183505
728,France,Male,33,8,129907.63,1,0,1,36083.96,0,62092.63651575588,99899.18081372158,0.8561960521611718
655,Spain,Female,78,2,0.0,2,0,1,188435.38,0,61818.14776342349,99440.57228098506,-1.2258476714090278
580,Germany,Female,36,6,145387.32,2,1,1,169963.2,1,119730.1161339179,101113.43510163411,1.1042907284116152
712,France,Male,35,7,124616.23,1,1,1,69320.97,0,62092.63651575588,99899.18081372158,0.7713902085098068
680,France,Male,31,9,0.0,2,1,0,36145.53,0,62092.63651575588,99899.18081372158,-1.2258476714090278
383,Spain,Female,48,8,95808.19,1,0,0,137702.01,1,61818.14776342349,99440.57228098506,0.3096806163144966
721,France,Male,35,10,0.0,2,1,0,71594.26,0,62092.63651575588,99899.18081372158,-1.2258476714090278
620,France,Female,42,1,0.0,2,0,1,65565.92,0,62092.63651575588,99899.18081372158,-1.2258476714090278
774,Spain,Female,36,8,117152.3,1,0,0,101828.39,0,61818.14776342349,99440.57228098506,0.6517649901168048
563,France,Male,35,3,106250.72,1,0,0,39546.32,0,62092.63651575588,99899.18081372158,0.4770441810619523
850,Germany,Female,27,8,111837.78,2,1,1,110805.79,0,119730.1161339179,101113.43510163411,0.5665885997093413
681,France,Male,47,9,97023.21,1,1,1,2168.13,0,62092.63651575588,99899.18081372158,0.3291538740824374
631,France,Female,31,8,137687.72,1,1,0,190067.12,0,62092.63651575588,99899.18081372158,0.9808884012811678
614,Spain,Female,40,3,113348.5,1,1,1,77789.01,0,61818.14776342349,99440.57228098506,0.5908010735576593
704,Spain,Male,24,10,122109.78,1,1,1,127654.37,0,61818.14776342349,99440.57228098506,0.7312190615883941
786,France,Male,32,2,120452.4,2,0,0,79602.86,0,62092.63651575588,99899.18081372158,0.7046560519593924
534,France,Female,53,7,0.0,2,1,1,80619.17,0,62092.63651575588,99899.18081372158,-1.2258476714090278
590,Spain,Male,34,0,65812.35,2,0,1,160346.3,0,61818.14776342349,99440.57228098506,-0.17106597574646182
583,Spain,Female,40,3,54428.37,1,1,0,109638.78,1,61818.14776342349,99440.57228098506,-0.3535182620998399
656,France,Female,75,3,0.0,2,1,1,1276.87,0,62092.63651575588,99899.18081372158,-1.2258476714090278
597,France,Male,33,9,0.0,2,1,0,49374.82,0,62092.63651575588,99899.18081372158,-1.2258476714090278
588,Germany,Female,48,1,143279.58,2,1,0,31580.8,1,119730.1161339179,101113.43510163411,1.07050975005093
667,Germany,Male,32,0,103846.65,1,1,0,20560.69,0,119730.1161339179,101113.43510163411,0.4385138895423285
627,France,Male,37,2,125190.86,1,0,1,84584.69,0,62092.63651575588,99899.18081372158,0.7805998660555195
708,France,Female,33,8,0.0,2,0,1,15246.83,0,62092.63651575588,99899.18081372158,-1.2258476714090278
641,France,Male,65,6,38340.02,1,1,0,32607.77,1,62092.63651575588,99899.18081372158,-0.6113679984094057
527,Germany,Female,28,2,123802.98,2,1,1,155846.69,0,119730.1161339179,101113.43510163411,0.7583561622556071
592,France,Male,37,3,96651.03,1,1,1,3232.82,0,62092.63651575588,99899.18081372158,0.3231889047189106
465,France,Male,33,8,0.0,2,1,0,177668.55,0,62092.63651575588,99899.18081372158,-1.2258476714090278
628,France,Male,39,6,0.0,2,0,0,134441.6,0,62092.63651575588,99899.18081372158,-1.2258476714090278
678,France,Male,43,1,133237.21,1,1,0,111032.79,1,62092.63651575588,99899.18081372158,0.9095595931720026
570,France,Female,61,6,142105.35,1,1,1,45214.04,0,62092.63651575588,99899.18081372158,1.0516902380520752
815,France,Male,37,1,166115.42,1,1,0,67208.3,0,62092.63651575588,99899.18081372158,1.4365022429049168
817,France,Female,37,6,81070.34,2,1,0,80985.88,0,62092.63651575588,99899.18081372158,0.07347549047686047
717,France,Male,35,4,0.0,1,1,1,167573.06,0,62092.63651575588,99899.18081372158,-1.2258476714090278
641,France,Female,53,0,123835.52,2,0,1,160110.65,0,62092.63651575588,99899.18081372158,0.7588776843768634
624,France,Male,51,10,123401.43,2,1,1,127825.25,0,62092.63651575588,99899.18081372158,0.7519204767058082
579,Germany,Male,49,4,169377.31,1,1,1,123535.05,0,119730.1161339179,101113.43510163411,1.4887809089191946
698,France,Male,38,2,130015.24,1,1,1,41595.3,0,62092.63651575588,99899.18081372158,0.8579207293421303
645,France,Male,32,4,0.0,2,0,1,97628.08,0,62092.63651575588,99899.18081372158,-1.2258476714090278
691,France,Male,34,8,133936.04,2,1,0,91359.79,0,62092.63651575588,99899.18081372158,0.920759817634127
638,France,Male,34,6,114543.27,1,1,1,97755.29,0,62092.63651575588,99899.18081372158,0.6099497823718374
705,France,Female,31,3,119794.67,1,0,0,182528.44,0,62092.63651575588,99899.18081372158,0.6941145416700906
720,France,Male,33,9,0.0,2,1,1,142956.48,0,62092.63651575588,99899.18081372158,-1.2258476714090278
553,Spain,Male,44,4,0.0,1,1,0,10789.3,0,61818.14776342349,99440.57228098506,-1.2258476714090278
658,France,Female,29,8,0.0,2,0,1,130461.09,0,62092.63651575588,99899.18081372158,-1.2258476714090278
648,Germany,Female,32,8,157138.99,3,1,0,190994.48,1,119730.1161339179,101113.43510163411,1.2926360224098827
636,Spain,Male,45,3,0.0,2,1,1,159463.8,0,61818.14776342349,99440.57228098506,-1.2258476714090278
527,Germany,Female,41,10,136733.24,1,1,1,57589.29,0,119730.1161339179,101113.43510163411,0.9655908464472192
717,Germany,Female,28,9,82498.14,2,0,0,40437.67,0,119730.1161339179,101113.43510163411,0.09635899646117822
614,Spain,Male,39,3,151914.93,1,0,0,56459.45,0,61818.14776342349,99440.57228098506,1.2089094442669814
737,France,Male,43,0,80090.93,1,1,0,39920.0,1,62092.63651575588,99899.18081372158,0.0577783798198352
587,Spain,Male,51,3,83739.32,1,0,1,148798.45,0,61818.14776342349,99440.57228098506,0.116251523396054
682,France,Female,35,2,181166.44,1,1,1,63737.19,1,62092.63651575588,99899.18081372158,1.6777265784141515
710,France,Male,38,3,130588.82,1,1,1,154997.64,0,62092.63651575588,99899.18081372158,0.8671135584235737
507,France,Male,42,6,0.0,2,1,0,34777.23,0,62092.63651575588,99899.18081372158,-1.2258476714090278
609,Germany,Male,33,6,94126.67,1,0,0,93718.16,0,119730.1161339179,101113.43510163411,0.28273071227839214
786,France,Male,32,9,0.0,2,1,0,133112.41,0,62092.63651575588,99899.18081372158,-1.2258476714090278
688,France,Male,38,7,148045.68,1,1,0,175479.92,1,62092.63651575588,99899.18081372158,1.1468965534350573
710,France,Male,38,2,0.0,2,1,0,96.27,0,62092.63651575588,99899.18081372158,-1.2258476714090278
779,Spain,Male,33,3,0.0,2,1,0,30804.68,0,61818.14776342349,99440.57228098506,-1.2258476714090278
733,France,Female,44,6,168165.84,1,0,1,197193.49,0,62092.63651575588,99899.18081372158,1.4693645473875925
583,Germany,Female,26,10,72835.56,2,1,0,96792.15,0,119730.1161339179,101113.43510163411,-0.05850422475604314
627,France,Male,41,3,0.0,2,1,0,132719.8,0,62092.63651575588,99899.18081372158,-1.2258476714090278
666,Germany,Male,31,3,123212.08,2,1,1,112157.31,0,119730.1161339179,101113.43510163411,0.7488857436492664
620,Spain,Male,38,0,0.0,2,1,1,38015.34,0,61818.14776342349,99440.57228098506,-1.2258476714090278
614,Spain,Female,39,6,0.0,2,1,1,164018.98,0,61818.14776342349,99440.57228098506,-1.2258476714090278
606,France,Male,40,6,119501.88,2,1,0,46774.94,0,62092.63651575588,99899.18081372158,0.6894219644764022
700,Germany,Female,39,5,144550.83,2,1,1,189664.43,0,119730.1161339179,101113.43510163411,1.0908842121482574
677,Germany,Male,34,3,126729.41,1,1,1,26106.39,1,119730.1161339179,101113.43510163411,0.8052583743425149
850,Germany,Male,36,5,119984.07,1,1,0,191535.11,1,119730.1161339179,101113.43510163411,0.697150076082074
564,France,Male,35,4,0.0,1,1,0,158937.55,0,62092.63651575588,99899.18081372158,-1.2258476714090278
771,Spain,Female,56,2,0.0,1,1,1,25222.6,1,61818.14776342349,99440.57228098506,-1.2258476714090278
620,Spain,Male,42,9,121490.05,1,1,1,29296.74,0,61818.14776342349,99440.57228098506,0.7212865814345483
610,Spain,Male,46,5,91897.8,1,1,0,54394.28,0,61818.14776342349,99440.57228098506,0.24700837022539723
609,Spain,Male,39,2,139443.75,2,1,0,9234.06,0,61818.14776342349,99440.57228098506,1.0090324851960308
683,Germany,Male,35,5,144961.97,1,0,1,26796.73,0,119730.1161339179,101113.43510163411,1.097473597671715
633,Germany,Male,42,3,126041.02,1,0,1,11796.89,0,119730.1161339179,101113.43510163411,0.794225472896553
676,Germany,Male,28,1,69459.05,2,1,1,128461.29,0,119730.1161339179,101113.43510163411,-0.11261991798416225
693,France,Male,38,7,198338.77,2,1,1,14278.18,0,62092.63651575588,99899.18081372158,1.9529493801508642
709,France,Male,36,0,0.0,2,1,0,46811.77,0,62092.63651575588,99899.18081372158,-1.2258476714090278
569,Germany,Male,35,2,109196.66,3,1,0,109393.19,1,119730.1161339179,101113.43510163411,0.5242590820420903
684,Spain,Female,38,3,134168.5,3,1,0,3966.5,1,61818.14776342349,99440.57228098506,0.9244854793522348
565,France,Male,34,6,0.0,1,1,1,63173.64,0,62092.63651575588,99899.18081372158,-1.2258476714090278
681,France,Male,29,8,0.0,1,1,0,66367.33,0,62092.63651575588,99899.18081372158,-1.2258476714090278
503,Spain,Female,36,9,0.0,2,1,1,16274.67,0,61818.14776342349,99440.57228098506,-1.2258476714090278
656,France,Male,40,2,0.0,2,1,1,180553.48,0,62092.63651575588,99899.18081372158,-1.2258476714090278
566,Germany,Male,65,4,120100.41,1,1,0,107563.16,1,119730.1161339179,101113.43510163411,0.699014669923099
592,France,Female,62,5,0.0,1,1,1,100941.57,0,62092.63651575588,99899.18081372158,-1.2258476714090278
687,Spain,Female,50,5,0.0,2,1,0,110230.4,0,61818.14776342349,99440.57228098506,-1.2258476714090278
686,Spain,Male,22,8,0.0,2,0,0,142331.85,0,61818.14776342349,99440.57228098506,-1.2258476714090278
616,Spain,Male,30,2,0.0,2,1,0,199099.51,0,61818.14776342349,99440.57228098506,-1.2258476714090278
494,Spain,Male,67,5,0.0,2,1,1,85890.16,0,61818.14776342349,99440.57228098506,-1.2258476714090278
534,France,Male,38,3,0.0,1,0,0,143938.27,0,62092.63651575588,99899.18081372158,-1.2258476714090278
695,Spain,Female,31,8,0.0,2,0,1,131644.41,0,61818.14776342349,99440.57228098506,-1.2258476714090278
579,Spain,Female,31,9,0.0,2,1,0,112395.98,0,61818.14776342349,99440.57228098506,-1.2258476714090278
432,Germany,Male,38,2,135559.8,2,1,1,71856.3,0,119730.1161339179,101113.43510163411,0.9467839958643379
816,Germany,Female,25,2,150355.35,2,1,1,35770.84,0,119730.1161339179,101113.43510163411,1.1839138858813378
730,France,Female,37,1,0.0,2,1,1,124364.63,0,62092.63651575588,99899.18081372158,-1.2258476714090278
593,France,Female,35,6,133489.12,2,1,1,78101.29,0,62092.63651575588,99899.18081372158,0.9135969821568111
715,Germany,Female,37,9,105489.31,1,0,0,143096.49,1,119730.1161339179,101113.43510163411,0.46484098012938513
775,Germany,Male,25,10,60205.2,2,1,0,14073.11,0,119730.1161339179,101113.43510163411,-0.26093237901020133
539,France,Male,38,5,0.0,2,1,0,47388.41,0,62092.63651575588,99899.18081372158,-1.2258476714090278
576,Spain,Male,19,6,0.0,2,0,0,72306.07,0,61818.14776342349,99440.57228098506,-1.2258476714090278
617,Spain,Male,50,7,0.0,1,1,0,184839.7,1,61818.14776342349,99440.57228098506,-1.2258476714090278
688,France,Male,40,6,0.0,1,1,1,47886.44,0,62092.63651575588,99899.18081372158,-1.2258476714090278
608,France,Male,33,4,0.0,1,0,1,130474.03,0,62092.63651575588,99899.18081372158,-1.2258476714090278
597,Spain,Male,35,9,0.0,3,0,1,73181.39,1,61818.14776342349,99440.57228098506,-1.2258476714090278
670,France,Female,42,6,112333.63,1,1,1,65706.86,0,62092.63651575588,99899.18081372158,0.5745356416216008
616,Germany,Female,57,7,116936.81,1,1,1,104379.36,0,119730.1161339179,101113.43510163411,0.6483113084355043
579,Germany,Female,50,5,117721.02,1,0,1,192146.63,1,119730.1161339179,101113.43510163411,0.6608799274493452
786,France,Male,37,7,165896.22,2,1,1,66977.68,0,62092.63651575588,99899.18081372158,1.4329891006498652
704,Spain,Female,44,9,153656.85,1,1,0,158742.81,0,61818.14776342349,99440.57228098506,1.2368273856762846
796,France,Female,50,1,94164.0,1,1,1,189414.74,0,62092.63651575588,99899.18081372158,0.28332900425093355
598,Spain,Male,39,1,0.0,2,1,0,159130.32,0,61818.14776342349,99440.57228098506,-1.2258476714090278
602,France,Male,49,0,191808.73,1,0,0,97640.2,0,62092.63651575588,99899.18081372158,1.8482917184210466
619,France,Male,58,5,152199.33,1,1,1,86022.09,0,62092.63651575588,99899.18081372158,1.2134675540176045
492,Germany,Female,52,8,125396.24,1,1,0,10014.72,1,119730.1161339179,101113.43510163411,0.783891513666571
641,Germany,Male,41,7,104405.54,3,1,0,17384.21,0,119730.1161339179,101113.43510163411,0.4474712803950917
518,France,Female,27,1,133801.49,1,1,1,143315.57,0,62092.63651575588,99899.18081372158,0.9186033701413476
623,Spain,Female,40,4,0.0,3,1,0,31669.18,0,61818.14776342349,99440.57228098506,-1.2258476714090278
733,France,Female,28,5,0.0,2,0,0,12761.16,0,62092.63651575588,99899.18081372158,-1.2258476714090278
625,Germany,Male,42,6,100047.33,1,1,0,93429.95,0,119730.1161339179,101113.43510163411,0.3776217744307318
759,France,Female,31,1,109848.6,1,1,1,42012.55,0,62092.63651575588,99899.18081372158,0.5347077953712793
604,France,Female,32,7,127849.38,1,1,0,15798.7,0,62092.63651575588,99899.18081372158,0.8232082554163742
512,Spain,Female,46,3,0.0,2,1,1,56408.14,0,61818.14776342349,99440.57228098506,-1.2258476714090278
520,France,Female,29,8,95947.76,1,1,0,4696.44,0,62092.63651575588,99899.18081372158,0.31191751989359107
805,Spain,Male,26,2,0.0,2,1,1,25042.1,0,61818.14776342349,99440.57228098506,-1.2258476714090278
626,France,Male,43,4,137638.69,1,1,0,130442.08,1,62092.63651575588,99899.18081372158,0.9801025921353413
656,France,Male,38,10,0.0,1,1,1,136521.82,0,62092.63651575588,99899.18081372158,-1.2258476714090278
785,Spain,Male,41,7,0.0,2,1,1,199108.88,0,61818.14776342349,99440.57228098506,-1.2258476714090278
553,France,Male,31,6,0.0,2,0,0,124596.63,0,62092.63651575588,99899.18081372158,-1.2258476714090278
569,France,Female,44,4,0.0,2,0,0,134394.78,0,62092.63651575588,99899.18081372158,-1.2258476714090278
670,France,Male,38,10,89416.99,1,0,0,144275.39,0,62092.63651575588,99899.18081372158,0.20724815837432903
586,Spain,Male,42,6,0.0,2,1,1,123410.23,0,61818.14776342349,99440.57228098506,-1.2258476714090278
617,Spain,Female,45,1,0.0,1,1,0,143298.06,0,61818.14776342349,99440.57228098506,-1.2258476714090278
508,France,Female,60,7,143262.04,1,1,1,129562.74,0,62092.63651575588,99899.18081372158,1.070228634562091
624,Spain,Female,35,7,119656.45,2,1,1,4595.05,0,61818.14776342349,99440.57228098506,0.6918992746879135
654,France,Male,29,4,132954.64,1,1,1,146715.07,0,62092.63651575588,99899.18081372158,0.9050308130305346
681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0,119730.1161339179,101113.43510163411,0.46031155890356357
578,Spain,Male,28,4,0.0,2,0,0,6947.09,0,61818.14776342349,99440.57228098506,-1.2258476714090278
621,Spain,Female,37,9,83061.26,2,1,0,9170.54,0,61818.14776342349,99440.57228098506,0.10538418198428293
632,France,Male,40,5,147650.68,1,1,1,199674.83,0,62092.63651575588,99899.18081372158,1.1405658454480805
644,France,Male,44,5,73348.56,1,1,0,157166.79,1,62092.63651575588,99899.18081372158,-0.050282317927387174
821,France,Male,28,2,0.0,2,1,0,46072.52,0,62092.63651575588,99899.18081372158,-1.2258476714090278
754,France,Female,38,2,0.0,2,0,0,3524.69,0,62092.63651575588,99899.18081372158,-1.2258476714090278
568,Spain,Female,27,1,116320.68,1,0,1,45563.94,0,61818.14776342349,99440.57228098506,0.6384365258734384
584,France,Male,33,3,0.0,2,0,1,59103.13,0,62092.63651575588,99899.18081372158,-1.2258476714090278
549,France,Female,29,8,0.0,2,1,1,189558.44,0,62092.63651575588,99899.18081372158,-1.2258476714090278
729,France,Female,38,7,0.0,2,0,0,45779.9,0,62092.63651575588,99899.18081372158,-1.2258476714090278
523,France,Male,61,8,66250.71,1,1,1,21859.06,0,62092.63651575588,99899.18081372158,-0.16404033232071205
477,Germany,Female,24,2,95675.62,2,0,0,162699.7,1,119730.1161339179,101113.43510163411,0.3075559024971965
675,Germany,Male,42,2,92616.64,2,1,0,8567.18,0,119730.1161339179,101113.43510163411,0.2585292971351653
782,Spain,Female,41,4,0.0,1,1,0,132943.88,0,61818.14776342349,99440.57228098506,-1.2258476714090278
616,Spain,Female,36,6,0.0,1,1,1,12916.32,1,61818.14776342349,99440.57228098506,-1.2258476714090278
738,Spain,Female,37,8,100565.94,1,1,1,128799.86,0,61818.14776342349,99440.57228098506,0.3859335933399117
717,Spain,Female,42,5,190305.78,1,1,0,99347.8,1,61818.14776342349,99440.57228098506,1.8242037752083202
526,Germany,Female,35,9,118536.4,1,1,0,40980.87,1,119730.1161339179,101113.43510163411,0.6739481114453479
660,France,Male,19,5,127649.64,1,1,1,40368.65,0,62092.63651575588,99899.18081372158,0.8200070006991115
525,France,Male,35,7,165358.77,1,0,1,94738.54,0,62092.63651575588,99899.18081372158,1.4243753310103695
629,Spain,Male,29,6,0.0,2,1,1,88842.8,0,61818.14776342349,99440.57228098506,-1.2258476714090278
616,Germany,Female,36,10,78249.53,1,1,0,136934.91,0,119730.1161339179,101113.43510163411,0.02826606162434388
521,Germany,Female,61,0,125193.96,1,1,1,109356.53,0,119730.1161339179,101113.43510163411,0.7806495500928857
